,time,open,high,low,close,volume
0,2015-01-14,5.54,5.54,4.93,4.93,1300
1,2015-01-15,5.05,5.05,5.05,5.05,200
2,2015-01-16,5.11,5.11,5.11,5.11,500
3,2015-01-19,5.23,5.6,5.23,5.6,1500
4,2015-01-20,5.6,5.6,5.6,5.6,0
5,2015-01-21,5.6,5.6,5.6,5.6,0
6,2015-01-22,4.43,4.43,4.43,4.43,100
7,2015-01-23,4.86,4.86,4.86,4.86,100
8,2015-01-26,4.86,4.86,4.86,4.86,0
9,2015-01-27,4.86,4.86,4.86,4.86,0
10,2015-01-28,5.3,5.3,5.3,5.3,200
11,2015-01-29,5.54,5.54,5.54,5.54,500
12,2015-01-30,5.05,5.05,5.05,5.05,100
13,2015-02-02,5.05,5.05,5.05,5.05,0
14,2015-02-03,4.74,4.74,4.74,4.74,100
15,2015-02-04,4.74,4.74,4.74,4.74,0
16,2015-02-05,4.74,4.74,4.74,4.74,0
17,2015-02-06,4.74,4.74,4.74,4.74,0
18,2015-02-09,4.74,4.74,4.74,4.74,0
19,2015-02-10,4.62,4.62,4.62,4.62,600
20,2015-02-11,4.93,4.93,4.93,4.93,200
21,2015-02-12,4.93,4.93,4.93,4.93,0
22,2015-02-13,4.93,4.93,4.93,4.93,0
23,2015-02-24,4.68,4.68,4.68,4.68,100
24,2015-02-25,4.68,4.68,4.68,4.68,0
25,2015-02-26,4.93,4.93,4.93,4.93,200
26,2015-02-27,4.93,4.93,4.93,4.93,300
27,2015-03-02,4.93,4.93,4.93,4.93,0
28,2015-03-03,4.93,4.93,4.93,4.93,0
29,2015-03-04,4.93,4.93,4.93,4.93,500
30,2015-03-05,5.05,5.05,5.05,5.05,1000
31,2015-03-06,4.99,4.99,4.99,4.99,1000
32,2015-03-09,4.99,4.99,4.99,4.99,0
33,2015-03-10,4.99,4.99,4.99,4.99,0
34,2015-03-11,4.99,4.99,4.99,4.99,0
35,2015-03-12,4.8,4.86,4.5,4.5,4900
36,2015-03-13,4.31,4.68,4.31,4.68,16000
37,2015-03-16,4.68,4.68,4.31,4.31,30400
38,2015-03-17,4.43,4.43,4.31,4.37,19300
39,2015-03-18,4.37,4.37,4.31,4.31,17500
40,2015-03-19,4.37,4.37,4.31,4.31,12000
41,2015-03-20,4.31,4.37,4.31,4.31,13900
42,2015-03-23,4.31,4.31,4.31,4.31,39500
43,2015-03-24,4.31,4.31,4.31,4.31,5000
44,2015-03-25,4.31,4.31,4.31,4.31,11500
45,2015-03-26,4.31,4.31,4.31,4.31,24000
46,2015-03-27,4.31,4.31,4.31,4.31,0
47,2015-03-30,4.31,4.31,4.31,4.31,11000
48,2015-03-31,4.31,4.31,4.31,4.31,60000
49,2015-04-01,4.31,4.31,4.31,4.31,55000
50,2015-04-02,4.31,4.37,4.31,4.31,45600
51,2015-04-03,4.37,4.74,4.31,4.74,11800
52,2015-04-06,4.43,4.43,4.43,4.43,17000
53,2015-04-07,4.8,4.8,4.8,4.8,100
54,2015-04-08,4.43,4.43,4.37,4.37,15000
55,2015-04-09,4.31,4.5,4.31,4.5,6000
56,2015-04-10,4.62,4.68,4.62,4.68,300
57,2015-04-13,4.43,4.43,4.37,4.37,28400
58,2015-04-14,4.37,4.43,4.37,4.37,25500
59,2015-04-15,4.56,4.56,4.56,4.56,100
60,2015-04-16,4.5,4.5,4.25,4.25,42100
61,2015-04-17,4.37,4.37,4.31,4.37,8300
62,2015-04-20,4.37,4.37,4.37,4.37,1100
63,2015-04-21,4.5,4.62,4.5,4.62,14200
64,2015-04-22,4.62,4.8,4.62,4.74,6600
65,2015-04-23,4.93,5.05,4.86,5.05,3500
66,2015-04-24,4.86,4.86,4.86,4.86,2100
67,2015-04-27,4.86,4.86,4.8,4.8,2500
68,2015-05-04,4.86,4.86,4.74,4.74,12300
69,2015-05-05,4.74,4.8,4.74,4.8,2500
70,2015-05-06,4.74,4.74,4.68,4.68,1100
71,2015-05-07,4.68,4.68,4.68,4.68,0
72,2015-05-08,4.62,4.68,4.62,4.68,1500
73,2015-05-11,4.62,4.68,4.62,4.68,2100
74,2015-05-12,4.62,4.62,4.62,4.62,10900
75,2015-05-13,4.62,4.62,4.62,4.62,0
76,2015-05-14,4.62,4.62,4.62,4.62,0
77,2015-05-15,4.62,4.62,4.62,4.62,1000
78,2015-05-18,4.62,4.62,4.62,4.62,2000
79,2015-05-19,4.62,4.74,4.62,4.74,2200
80,2015-05-20,4.62,4.62,4.62,4.62,27000
81,2015-05-21,4.93,4.93,4.93,4.93,100
82,2015-05-22,4.68,4.8,4.68,4.8,6000
83,2015-05-25,4.68,4.68,4.68,4.68,2000
84,2015-05-26,4.93,5.05,4.93,5.05,1700
85,2015-05-27,4.93,4.93,4.93,4.93,13000
86,2015-05-28,4.93,4.93,4.93,4.93,8000
87,2015-05-29,4.93,5.05,4.93,5.05,2100
88,2015-06-01,5.05,5.05,5.05,5.05,0
89,2015-06-02,5.05,5.05,5.05,5.05,1000
90,2015-06-03,4.68,5.05,4.68,5.05,200
91,2015-06-04,5.05,5.05,5.05,5.05,0
92,2015-06-05,5.05,5.05,5.05,5.05,0
93,2015-06-08,4.93,4.93,4.93,4.93,200
94,2015-06-09,5.05,5.42,5.05,5.42,14300
95,2015-06-10,5.42,5.42,5.42,5.42,0
