,symbol,exchange,type,organ_short_name,organ_name,product_grp_id
0,YTC,UPCOM,STOCK,XNK Y tế TP.HCM,Công ty Cổ phần Xuất nhập khẩu Y tế Thành phố Hồ Chí Minh,UPX
1,YEG,HSX,STOCK,Tập đoàn Yeah1,Công ty Cổ phần Tập đoàn Yeah1,STO
2,YBM,HSX,STOCK,Khoáng sản CN Yên Bái,Công ty Cổ phần Khoáng sản Công nghiệp Yên Bái,STO
3,YBC,UPCOM,STOCK,Xi măng và Khoáng sản Yên Bái,Công ty Cổ phần Xi măng và Khoáng sản Yên Bái,UPX
4,XPH,UPCOM,STOCK,Xà phòng Hà Nội,Công ty Cổ phần Xà phòng Hà Nội,UPX
5,XMP,UPCOM,STOCK,Thủy điện Xuân Minh,Công ty Cổ phần Thủy điện Xuân Minh,UPX
6,XMD,UPCOM,STOCK,Xuân Mai - Đạo Tú,Công ty Cổ phần Xuân Mai - Đạo Tú,UPX
7,XMC,UPCOM,STOCK,Bê tông Xuân Mai,Công ty cổ phần Đầu tư và Xây dựng Xuân Mai,UPX
8,XLV,UPCOM,STOCK,XL và DV Sông Đà,Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà,UPX
9,XHC,UPCOM,STOCK,Nội thất Xuân Hòa,Công ty Cổ phần Xuân Hòa Việt Nam,UPX
10,XDH,UPCOM,STOCK,Đầu tư XD Dân dụng Hà Nội,Công ty Cổ phần Đầu tư Xây dựng Dân dụng Hà Nội,UPX
11,XDC,DELISTED,STOCK,Xây dựng Công trình Tân Cảng,Công ty Cổ phần Xây dựng Công trình Tân Cảng,
12,X77,UPCOM,STOCK,Thành An 77,Công ty Cổ phần Thành An 77,UPX
13,X26,UPCOM,STOCK,Công ty 26,Công ty Cổ phần 26,UPX
14,X20,HNX,STOCK,May mặc X20,Công ty Cổ phần X20,STX
15,WTC,UPCOM,STOCK,Vận tải thủy Vinacomin,Công ty Cổ phần Vận tải thủy - Vinacomin,UPX
16,WSS,HNX,STOCK,Chứng khoán Phố Wall,Công ty Cổ phần Chứng khoán Phố Wall,STX
17,WSB,UPCOM,STOCK,Bia Sài Gòn - Miền Tây,Công ty Cổ phần Bia Sài Gòn - Miền Tây,UPX
18,WCS,HNX,STOCK,Bến xe Miền Tây,Công ty Cổ phần Bến xe Miền Tây,STX
19,VXT,UPCOM,STOCK,Kho vận và DV Thương mại,Công ty Cổ phần Kho vận và dịch vụ thương mại,UPX
20,VXP,UPCOM,STOCK,Thuốc Thú y Trung ương VETVACO,Công ty Cổ phần Thuốc Thú y Trung ương VETVACO,UPX
21,VXB,UPCOM,STOCK,VLXD Bến Tre,Công ty Cổ phần Vật liệu xây dựng Bến Tre,UPX
22,VWS,UPCOM,STOCK,Nước và Môi trường VN,Công ty Cổ phần Nước và Môi trường Việt Nam,UPX
23,VW3,UPCOM,STOCK,VIWASEEN.3,Công ty Cổ phần VIWASEEN3,UPX
24,VVS,UPCOM,STOCK,Đầu tư Phát triển Máy Việt Nam,Công ty Cổ phần Đầu tư Phát triển Máy Việt Nam,UPX
25,VVN,UPCOM,STOCK,XD Công nghiệp Việt Nam,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,UPX
26,VUA,UPCOM,STOCK,Chứng khoán Stanley Brothers,Công ty Cổ phần Chứng khoán Stanley Brothers,UPX
27,VTZ,HNX,STOCK,Nhựa Việt Thành,Công ty Cổ phần Sản xuất và Thương mại Nhựa Việt Thành,STX
28,VTX,UPCOM,STOCK,Vận tải Đa phương thức,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,UPX
29,VTV,HNX,STOCK,Năng lượng và Môi trường VICEM,Công ty Cổ phần Năng lượng và Môi trường VICEM,STX
30,VTS,UPCOM,STOCK,Gạch Ngói Từ Sơn,Công ty Cổ phần Gạch Ngói Từ Sơn,UPX
31,VTR,UPCOM,STOCK,Du lịch Vietravel,Công ty Cổ phần Du lịch Vietravel,UPX
32,VTQ,UPCOM,STOCK,Việt Trung Quảng Bình,Công ty Cổ phần Việt Trung Quảng Bình,UPX
33,VTP,HSX,STOCK,Bưu chính Viettel,Tổng Công ty Cổ phần Bưu chính Viettel,STO
34,VTO,HSX,STOCK,VITACO,Công ty Cổ phần Vận tải Xăng dầu VITACO,STO
35,VTM,UPCOM,STOCK,Đưa đón thợ mỏ - Vinacomin,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,UPX
36,VTL,DELISTED,STOCK,Vang Thăng Long,Công ty Cổ phần Vang Thăng Long,UPX
37,VTK,UPCOM,STOCK,Tư vấn thiết kế Viettel,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,UPX
38,VTJ,HNX,STOCK,TM và Đầu tư VINATABA,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,STX
39,VTI,UPCOM,STOCK,Sản xuất - XNK Dệt may,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,UPX
40,VTH,HNX,STOCK,Dây cáp điện Việt Thái,Công ty Cổ phần Dây cáp điện Việt Thái,STX
41,VTG,UPCOM,STOCK,Du lịch tỉnh BR-VT,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,UPX
42,VTE,UPCOM,STOCK,VINACAP Kim Long,Công ty Cổ phần VINACAP Kim Long,UPX
43,VTD,UPCOM,STOCK,Du lịch Vietourist,Công ty Cổ phần Vietourist Holdings,UPX
44,VTC,HNX,STOCK,Viễn thông VTC,Công ty Cổ phần Viễn Thông VTC,STX
45,VTB,HSX,STOCK,Viettronics Tân Bình,Công ty Cổ phần Viettronics Tân Bình,STO
46,VTA,UPCOM,STOCK,Gạch men VITALY,Công ty Cổ phần VITALY,UPX
47,VST,UPCOM,STOCK,Vận tải và Thuê Tàu biển Việt Nam,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,UPX
48,VSP,DELISTED,STOCK,ShinPetrol,Công ty Cổ phần Vận tải biển và Bất động sản Việt Hải,
49,VSN,UPCOM,STOCK,VN Kỹ Nghệ Súc Sản (VISSAN),Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,UPX
50,VSM,HNX,STOCK,Container Miền Trung,Công ty Cổ phần Container Miền Trung,STX
51,VSI,HSX,STOCK,Đầu tư và Xây dựng Cấp thoát nước,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,STO
52,VSH,HSX,STOCK,Thủy điện Vĩnh Sơn - Sông Hinh,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,STO
53,VSG,UPCOM,STOCK,Container Phía Nam,Công ty Cổ phần Container Phía Nam,UPX
54,VSF,UPCOM,STOCK,Vinafood 2,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,UPX
55,VSE,UPCOM,STOCK,DV Đường cao tốc Việt Nam,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,UPX
56,VSC,HSX,STOCK,VICONSHIP,Công ty Cổ phần Container Việt Nam,STO
57,VSA,HNX,STOCK,Đại lý Hàng hải VN,Công ty Cổ phần Đại lý Hàng hải Việt Nam,STX
58,VRG,UPCOM,STOCK,PT Đô thị và KCN Cao su VN,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,UPX
59,VRE,HSX,STOCK,Vincom Retail,Công ty Cổ phần Vincom Retail,STO
60,VRC,HSX,STOCK,Bất động sản và Đầu tư VRC,Công ty Cổ phần Bất động sản và Đầu tư VRC,STO
61,VQC,UPCOM,STOCK,Giám định Vinaconmin,Công ty Cổ phần Giám định Vinaconmin,UPX
62,VPW,UPCOM,STOCK,Cấp thoát nước số 1 Vĩnh Phúc,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,UPX
63,VPS,HSX,STOCK,Thuốc sát trùng Việt Nam,Công ty Cổ phần Thuốc sát trùng Việt Nam,STO
64,VPR,UPCOM,STOCK,VINAPRINT,Công ty Cổ phần VINAPRINT,UPX
65,VPL,HSX,STOCK,Vinpearl ,Công ty Cổ phần Vinpearl,STO
66,VPI,HSX,STOCK,Đầu tư Văn Phú - Invest,Công ty Cổ phần Phát triển Bất động sản Văn Phú,STO
67,VPH,HSX,STOCK,Vạn Phát Hưng,Công ty Cổ phần Vạn Phát Hưng,STO
68,VPG,HSX,STOCK,Đầu tư TMại XNK Việt Phát,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,STO
69,VPD,HSX,STOCK,Phát triển Điện lực Việt Nam,Công ty Cổ phần Phát triển Điện lực Việt Nam,STO
70,VPC,UPCOM,STOCK,V- Power,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,UPX
71,VPB,HSX,STOCK,VPBank,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,STO
72,VPA,UPCOM,STOCK,Vận tải Hóa dầu VP,Công ty Cổ phần Vận tải Hóa dầu VP,UPX
73,VOS,HSX,STOCK,Vận tải Biển Việt Nam,Công ty Cổ phần Vận tải Biển Việt Nam,STO
74,VOC,UPCOM,STOCK,Dầu thực vật Việt Nam,Tổng Công ty Công nghiệp Dầu thực vật Việt Nam - Công ty Cổ phần,UPX
75,VNZ,UPCOM,STOCK,Tập đoàn VNG,Công ty Cổ phần Tập đoàn VNG,UPX
76,VNY,UPCOM,STOCK,Thuốc thú y Trung ương I,Công ty Cổ phần Thuốc thú y Trung ương I,UPX
77,VNX,UPCOM,STOCK,QC và Hội chợ Thương mại,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,UPX
78,VNT,HNX,STOCK,Vận tải ngoại thương,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,STX
79,VNS,HSX,STOCK,Ánh Dương Việt Nam,Công ty Cổ phần Ánh Dương Việt Nam,STO
80,VNR,HNX,STOCK,Tái bảo hiểm Quốc gia,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,STX
81,VNP,UPCOM,STOCK,Nhựa Việt Nam,Công ty Cổ phần Nhựa Việt Nam,UPX
82,VNM,HSX,STOCK,VINAMILK,Công ty Cổ phần Sữa Việt Nam,STO
83,VNL,HSX,STOCK,Vinalink Logistics,Công ty Cổ phần Logistics Vinalink,STO
84,VNI,UPCOM,STOCK,ĐT BĐS Việt Nam,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,UPX
85,VNH,UPCOM,STOCK,Đầu tư Việt Việt Nhật,Công ty Cổ phần Đầu tư Việt Việt Nhật,UPX
86,VNG,HSX,STOCK,DL Thành Thành Công,Công ty Cổ phần Du Lịch Thành Thành Công,STO
87,VNF,HNX,STOCK,VINAFREIGHT,Công ty Cổ phần Vinafreight,STX
88,VNE,HSX,STOCK,Xây dựng điện Việt Nam,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,STO
89,VND,HSX,STOCK,Chứng khoán VNDIRECT,Công ty Cổ phần Chứng khoán VNDIRECT,STO
90,VNC,HNX,STOCK,VINACONTROL,Công ty Cổ phần Tập đoàn Vinacontrol,STX
91,VNB,UPCOM,STOCK,Sách Việt Nam,Công ty Cổ phần Sách Việt Nam,UPX
92,VNA,UPCOM,STOCK,Vận tải biển Vinaship,Công ty Cổ phần Vận tải biển Vinaship,UPX
93,VMT,UPCOM,STOCK,Giao nhận Vận tải Miền Trung,Công ty Cổ phần Giao nhận Vận tải Miền Trung,UPX
94,VMS,HNX,STOCK,Phát triển Hàng Hải,Công ty Cổ phần Phát triển Hàng Hải,STX
95,VMK,UPCOM,STOCK,Vimarko,Công ty Cổ phần Vimarko,UPX
96,VMI,DELISTED,STOCK,KS và Đầu tư VISACO,Công ty Cổ phần Khoáng sản và Đầu tư VISACO,
97,VMG,UPCOM,STOCK,Vimexco Gas,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,UPX
98,VMD,HSX,STOCK,Y Dược phẩm Vimedimex,Công ty Cổ phần Y Dược phẩm Vimedimex,STO
99,VMC,HNX,STOCK,VIMECO,Công ty Cổ phần VIMECO,STX
100,VMA,UPCOM,STOCK,CN Ô tô - Vinacomin,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,UPX
101,VLW,UPCOM,STOCK,Cấp nước Vĩnh Long,Công ty Cổ phần Cấp nước Vĩnh Long,UPX
102,VLP,UPCOM,STOCK,Công trình Công cộng Vĩnh Long,Công ty Cổ phần Công trình Công cộng Vĩnh Long,UPX
103,VLG,UPCOM,STOCK,VIMC Logistics,Công ty Cổ phần VIMC Logistics,UPX
104,VLF,UPCOM,STOCK,Lương thực Vĩnh Long,Công ty Cổ phần Lương thực Thực phẩm Vĩnh Long,UPX
105,VLC,UPCOM,STOCK,Chăn nuôi Việt Nam,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,UPX
106,VLB,UPCOM,STOCK,VLXD Biên Hòa,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,UPX
107,VLA,HNX,STOCK,PT Công nghệ Văn Lang,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,STX
108,VKP,UPCOM,STOCK,Nhựa Tân Hóa,Công ty Cổ phần Nhựa Tân Hóa,UPX
109,VKD,DELISTED,STOCK,Nước khoáng Khánh Hòa,Công ty Cổ phần Nước khoáng Khánh Hòa,
110,VKC,UPCOM,STOCK,VKC Holdings,Công ty Cổ phần VKC Holdings,UPX
111,VJC,HSX,STOCK,Vietjet Air,Công ty Cổ phần Hàng không Vietjet,STO
112,VIX,HSX,STOCK,Chứng khoán VIX,Công ty Cổ phần Chứng khoán VIX,STO
113,VIW,UPCOM,STOCK,Đầu tư nước và môi trường VN - Viwaseen,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,UPX
114,VIT,HNX,STOCK,Viglacera Tiên Sơn,Công ty Cổ phần Viglacera Tiên Sơn,STX
115,VIS,DELISTED,STOCK,Thép Việt Ý,Công ty Cổ phần Thép Việt Ý,
116,VIR,UPCOM,STOCK,Du lịch Vũng Tàu,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,UPX
117,VIP,HSX,STOCK,Vận tải Xăng dầu VIPCO,Công ty Cổ phần Vận tải Xăng dầu VIPCO,STO
118,VIN,UPCOM,STOCK,Kho vận ngoại thương VN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,UPX
119,VIM,UPCOM,STOCK,Khoáng sản Viglacera,Công ty Cổ phần Khoáng sản Viglacera,UPX
120,VIH,UPCOM,STOCK,Viglacera Hà Nội,Công ty Cổ phần Viglacera Hà Nội,UPX
121,VIG,HNX,STOCK,Chứng khoán Đầu tư Tài chính Việt Nam,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,STX
122,VIF,HNX,STOCK,Lâm nghiệp Việt Nam,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,STX
123,VIE,UPCOM,STOCK,CN Viễn thông VI TE CO,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,UPX
124,VID,HSX,STOCK,Viễn Đông,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,STO
125,VIC,HSX,STOCK,VinGroup,Tập đoàn Vingroup - Công ty CP,STO
126,VIB,HSX,STOCK,VIBBank,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,STO
127,VHM,HSX,STOCK,Vinhomes,Công ty Cổ phần Vinhomes,STO
128,VHL,HNX,STOCK,Viglacera Hạ Long,Công ty Cổ phần Viglacera Hạ Long,STX
129,VHI,DELISTED,STOCK,,,
130,VHH,UPCOM,STOCK,Kinh doanh nhà Thành Đạt,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,UPX
131,VHG,UPCOM,STOCK,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,UPX
132,VHF,UPCOM,STOCK,Chế biến lương thực Vĩnh Hà,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,UPX
133,VHE,HNX,STOCK,Dược liệu và Thực phẩm VN,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,STX
134,VHD,UPCOM,STOCK,PT Nhà và Đô thị Vinaconex,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,UPX
135,VHC,HSX,STOCK,Thủy sản Vĩnh Hoàn,Công ty Cổ phần Vĩnh Hoàn,STO
136,VGV,UPCOM,STOCK,Tư vấn Xây dựng Việt Nam,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,UPX
137,VGT,UPCOM,STOCK,VINATEX,Tập đoàn Dệt May Việt Nam,UPX
138,VGS,HNX,STOCK,Ống thép Việt Đức,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,STX
139,VGR,UPCOM,STOCK,Cảng xanh VIP,Công ty Cổ phần Cảng xanh VIP,UPX
140,VGP,HNX,STOCK,Cảng Rau Quả,Công ty Cổ phần Cảng Rau Quả,STX
141,VGL,UPCOM,STOCK,Mạ kẽm công nghiệp Vingal-Vnsteel,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,UPX
142,VGI,UPCOM,STOCK,Đầu tư Quốc tế Viettel,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,UPX
143,VGG,UPCOM,STOCK,May Việt Tiến,Tổng Công Ty Cổ phần May Việt Tiến,UPX
144,VGC,HSX,STOCK,Tổng Công ty Viglacera,Tổng Công ty Viglacera - Công ty Cổ phần,STO
145,VFS,HNX,STOCK,Chứng khoán Nhất Việt,Công ty Cổ phần Chứng khoán Nhất Việt,STX
146,VFR,UPCOM,STOCK,Vận tải Vietfracht,Công ty Cổ phần Vận tải và Thuê tàu,UPX
147,VFG,HSX,STOCK,Khử trùng Việt Nam,Công ty Cổ phần Khử trùng Việt Nam,STO
148,VFC,UPCOM,STOCK,Vận tải biển VINAFCO,Công ty Cổ phần VINAFCO,UPX
149,VET,UPCOM,STOCK,Thuốc thú y trung ương Navetco,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,UPX
150,VES,UPCOM,STOCK,MÊ CA VNECO,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,UPX
151,VEF,UPCOM,STOCK,Hội chợ Triển lãm Việt Nam,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,UPX
152,VEC,UPCOM,STOCK,Điện tử và Tin học VN,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,UPX
153,VEA,UPCOM,STOCK,Máy động lực và Máy NN,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,UPX
154,VE9,UPCOM,STOCK,VNECO 9,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,UPX
155,VE8,UPCOM,STOCK,Xây dựng Điện Vneco 8,Công ty Cổ phần Xây dựng Điện Vneco 8,UPX
156,VE4,HNX,STOCK,Xây dựng điện VNECO4,Công ty Cổ phần Xây dựng điện VNECO4,STX
157,VE3,HNX,STOCK,Xây dựng điện VNECO 3,Công ty Cổ phần Xây dựng điện VNECO 3,STX
158,VE2,UPCOM,STOCK,Xây dựng Điện VNECO 2,Công ty Cổ phần Xây dựng Điện VNECO 2,UPX
159,VE1,HNX,STOCK,VNECO 1,Công ty Cổ phần Xây dựng điện VNECO 1,STX
160,VDT,UPCOM,STOCK,Lưới thép Bình Tây,Công ty Cổ phần Lưới thép Bình Tây,UPX
161,VDS,HSX,STOCK,Chứng khoán Rồng Việt,Công ty Cổ phần Chứng khoán Rồng Việt,STO
162,VDP,HSX,STOCK,Dược phẩm VIDIPHA,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,STO
163,VDN,UPCOM,STOCK,Vinatex Đà Nẵng,Công ty Cổ phần Vinatex Đà Nẵng,UPX
164,VDM,DELISTED,STOCK,Viện Nghiên cứu Dệt may,Công ty Cổ phần - Viện Nghiên cứu Dệt may,
165,VDL,HNX,STOCK,Thực phẩm Lâm Đồng,Công ty Cổ phần Thực phẩm Lâm Đồng,STX
166,VDG,UPCOM,STOCK,Vạn Đạt Group,Công ty Cổ phần Vạn Đạt Group,UPX
167,VDB,UPCOM,STOCK,Vận tải và CB Than Đông Bắc,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,UPX
168,VCX,UPCOM,STOCK,Xi măng Yên Bình,Công ty Cổ phần Xi măng Yên Bình,UPX
169,VCW,UPCOM,STOCK,Đầu tư Nước sạch Sông Đà,Công ty Cổ phần Đầu tư Nước sạch Sông Đà,UPX
170,VCT,UPCOM,STOCK,Tư vấn XD Vinaconex,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,UPX
171,VCS,HNX,STOCK,VICOSTONE,Công ty Cổ phần VICOSTONE,STX
172,VCR,UPCOM,STOCK,Vinaconex - ITC,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,UPX
173,VCP,UPCOM,STOCK,Xây dựng và Năng lượng VCP,Công ty Cổ phần Xây dựng và Năng lượng VCP,UPX
174,VCM,HNX,STOCK,BV Life,Công ty Cổ phần BV Life,STX
175,VCI,HSX,STOCK,Chứng khoán Vietcap,Công ty Cổ phần Chứng khoán Vietcap,STO
176,VCG,HSX,STOCK,VINACONEX,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,STO
177,VCF,HSX,STOCK,VinaCafé Biên Hòa,Công ty Cổ phần VinaCafé Biên Hòa,STO
178,VCE,UPCOM,STOCK,Xây lắp Môi trường,Công ty Cổ phần Xây lắp Môi trường,UPX
179,VCC,HNX,STOCK,Vinaconex 25,Công ty Cổ phần Vinaconex 25,STX
180,VCB,HSX,STOCK,Vietcombank,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,STO
181,VCA,HSX,STOCK,Thép VICASA - VNSTEEL,Công ty Cổ phần Thép VICASA - VNSTEEL,STO
182,VC9,HNX,STOCK,Xây dựng số 9,Công ty Cổ phần Xây dựng số 9 - VC9,STX
183,VC7,HNX,STOCK,BGI Group,Công ty Cổ phần Tập đoàn BGI,STX
184,VC6,HNX,STOCK,Visicons,Công ty cổ phần Xây dựng và Đầu tư Visicons,STX
185,VC5,UPCOM,STOCK,Xây dựng Số 5,Công ty Cổ phần Xây dựng Số 5,UPX
186,VC3,HNX,STOCK,Tập đoàn Nam Mê Kông,Công ty Cổ phần Tập đoàn Nam Mê Kông,STX
187,VC2,HNX,STOCK,Đầu tư và Xây dựng VINA2,Công ty Cổ phần Đầu tư và Xây dựng VINA2,STX
188,VC1,HNX,STOCK,Xây dựng số 1,Công ty Cổ phần Xây dựng số 1,STX
189,VBH,UPCOM,STOCK,Điện tử Bình Hòa,Công ty Cổ phần Điện tử Bình Hòa,UPX
190,VBG,UPCOM,STOCK,Địa chất Việt Bắc - TKV,Công ty Cổ phần Địa chất Việt Bắc - TKV,UPX
191,VBC,HNX,STOCK,Nhựa - Bao bì Vinh,"Công ty Cổ phần Nhựa, Bao bì Vinh",STX
192,VBB,UPCOM,STOCK,VietBank,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,UPX
193,VAV,UPCOM,STOCK,VIWACO,Công ty Cổ phần VIWACO,UPX
194,VAT,DELISTED,STOCK,Viễn thông Vạn Xuân,Công ty Cổ phần VT Vạn Xuân,
195,VAF,HSX,STOCK,Phân lân Văn Điển,Công ty Cổ phần Phân lân nung chảy Văn Điển,STO
196,VAB,HSX,STOCK,Ngân hàng Việt Á,Ngân hàng Thương mại Cổ phần Việt Á,STO
197,V21,HNX,STOCK,Vinaconex 21,Công ty Cổ phần Vinaconex 21,STX
198,V15,UPCOM,STOCK,Vinaconex 15,Công ty Cổ phần Xây dựng số 15,UPX
199,V12,HNX,STOCK,VINACONEX 12,Công ty Cổ phần Xây dựng số 12,STX
200,V11,DELISTED,STOCK,VINACONEX No11,Công ty Cổ phần Xây dựng số 11,UPX
201,UXC,UPCOM,STOCK,Chế biến Thủy sản Út Xi,Công ty Cổ phần Chế biến Thủy sản Út Xi,UPX
202,UTT,UPCOM,STOCK,Cổ phiếu CTCP môi trường đô thị Thanh Trì,Cổ phiếu CTCP môi trường đô thị Thanh Trì,UPX
203,USD,UPCOM,STOCK,Công trình Đô thị Sóc Trăng,Công ty Cổ phần Công trình Đô thị Sóc Trăng,UPX
204,USC,UPCOM,STOCK,Khảo sát và Xây dựng - USCO,Công ty Cổ phần Khảo sát và Xây dựng - USCO,UPX
205,UPH,UPCOM,STOCK,Dược phẩm TW25,Công ty Cổ phần Dược phẩm TW25,UPX
206,UPC,UPCOM,STOCK,Cây xanh Vũng Tàu,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,UPX
207,UNI,HNX,STOCK,Đầu tư và Phát triển Sao Mai Việt,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,STX
208,UMC,UPCOM,STOCK,Công trình đô thị Nam Định,Công ty Cổ phần Công trình đô thị Nam Định,UPX
209,UIC,HSX,STOCK,Phát triển Nhà và Đô thị IDICO,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,STO
210,UEM,UPCOM,STOCK,Cơ điện Uông Bí - Vinacomin,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,UPX
211,UDL,UPCOM,STOCK,Đô thị và Môi trường Đắk Lắk,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk,UPX
212,UDJ,UPCOM,STOCK,Becamex UDJ,Công ty Cổ phần Phát triển Đô thị,UPX
213,UDC,UPCOM,STOCK,Đầu tư Xây dựng UDCons,Công ty Cổ phần Đầu tư Xây dựng UDCons,UPX
214,UCT,UPCOM,STOCK,Đô thị Cần Thơ,Công ty Cổ phần Đô thị Cần Thơ,UPX
215,TYA,HSX,STOCK,Dây và Cáp điện Taya,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,STO
216,TXM,HNX,STOCK,Thạch cao Xi măng,Công ty Cổ phần VICEM Thạch cao Xi Măng,STX
217,TW3,UPCOM,STOCK,Dược TW3,Công ty Cổ phần Dược Trung Ương 3,UPX
218,TVW,DELISTED,STOCK,Cấp thoát nước Trà Vinh,Công ty Cổ phần Cấp thoát nước Trà Vinh,
219,TVT,HSX,STOCK,May Việt Thắng,Tổng Công ty Việt Thắng - CTCP,STO
220,TVS,HSX,STOCK,Chứng khoán Thiên Việt,Công ty Cổ phần Chứng khoán Thiên Việt,STO
221,TVP,DELISTED,STOCK,Dược phẩm TV.Pharm,Công ty Cổ phần Dược phẩm TV.Pharm,
222,TVN,UPCOM,STOCK,Thép Việt Nam,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,UPX
223,TVM,UPCOM,STOCK,Tư vấn đầu tư Mỏ,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,UPX
224,TVH,UPCOM,STOCK,Tư vấn XD công trình Hàng hải,Công ty Cổ phần Tư vấn Xây dựng công trình Hàng hải,UPX
225,TVG,UPCOM,STOCK,XD Giao thông Vận tải,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,UPX
226,TVD,HNX,STOCK,Than Vàng Danh,Công ty Cổ phần Than Vàng Danh - Vinacomin,STX
227,TVC,HNX,STOCK,Tập đoàn Quản lý tài sản T-Corp,Công ty Cổ phần Tập đoàn Quản lý tài sản T-Corp,STX
228,TVB,HSX,STOCK,Chứng khoán T-Cap,Công ty Cổ phần Chứng khoán T-Cap,STO
229,TVA,UPCOM,STOCK,Sứ Viglacera Thanh Trì,Công ty cổ phần Sứ Viglacera Thanh Trì,UPX
230,TV6,UPCOM,STOCK,Tập đoàn EMA LAND,Công ty Cổ phần Tập đoàn EMA LAND,UPX
231,TV4,HNX,STOCK,Tư vấn XD Điện 4,Công ty Cổ phần Tư vấn Xây dựng Điện 4,STX
232,TV3,HNX,STOCK,Tư vấn XD điện 3,Công ty Cổ phần Tư vấn Xây dựng Điện 3,STX
